X,Y,address,business_name,business_type,precinct,live_date,ObjectId
-83.014464,42.378172,7850 Gratiot Ave,Wendy's,Retail,7,2018/02/26 05:00:00+00,261
-83.006111,42.345753,6601 E Jefferson Ave,Wendy's,Retail,7,2018/03/01 05:00:00+00,262
-83.116202,42.326168,3278 Livernois,BP,Retail,4,2019/07/17 04:00:00+00,263
-83.140085,42.391656,14001 Livernois Ave,Wendy's,Retail,10,2018/03/09 05:00:00+00,264
-83.113321,42.417951,820 W McNichols Rd,Citgo,Retail,12,2018/03/13 04:00:00+00,265
-83.191373,42.417519,17101 Hubbell Ave,Randolph Career and Technical Center,Services,12,2018/03/13 04:00:00+00,266
-83.085711,42.432559,1700 E 7 Mile Rd,Coin-O-Matic,Services,11,2018/03/13 04:00:00+00,267
-83.138305,42.368846,9768 Grand River,Wendy's,Retail,10,2018/03/13 04:00:00+00,268
-83.11436,42.358398,7635 Grand River Ave,Albano's Apollo Coney Island,Retail,10,2018/03/19 04:00:00+00,269
-83.2261153,42.403625,18731 Grand River,Marathon,Retail,8,2018/03/20 04:00:00+00,270
-83.129862,42.330974,6935 Michigan Ave,Car Squad,Retail,4,2018/03/22 04:00:00+00,271
-83.125335,42.312345,7752 W Vernor Hwy,Southwest Detroit Business Association,Services,4,2018/03/26 04:00:00+00,272
-83.125472,42.312295,7760 W Vernor Hwy,Huntington Bank,Services,4,2018/03/26 04:00:00+00,273
-83.125174,42.312414,7744 W Vernor Hwy,Medicina Urbana,Services,4,2018/03/26 04:00:00+00,274
-83.125257,42.312382,7750 W Vernor Hwy,H & R Block,Services,4,2018/03/26 04:00:00+00,275
-83.132713,42.309044,"8701 W Vernor Hwy, Suite 102",COMPAS,Services,4,2018/04/04 04:00:00+00,276
